index,antecedents,consequents,support,confidence,lift
1286,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.15384615384615385,0.9230769230769231,1.2857142857142858
1953,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_College or University'}),0.15384615384615385,0.9230769230769231,1.1428571428571428
1085,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet', 'Features_4'})",frozenset({'Features_College or University'}),0.14102564102564102,0.9166666666666666,1.1349206349206349
1607,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Attended but not very regular'})",frozenset({'Features_College or University'}),0.14102564102564102,0.9166666666666666,1.1349206349206349
4001,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Internet unavailability', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.14102564102564102,0.9166666666666666,1.2767857142857142
3548,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.14102564102564102,0.9166666666666666,1.2767857142857142
2362,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.14102564102564102,0.9166666666666666,1.2767857142857142
142,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_3'})",frozenset({'Features_College or University'}),0.14102564102564102,0.9166666666666666,1.1349206349206349
265,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_4'})",frozenset({'Features_Laptop/ Tablet'}),0.14102564102564102,0.9166666666666666,1.4591836734693877
3346,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Attended but not very regular'})",frozenset({'Features_College or University'}),0.14102564102564102,0.9166666666666666,1.1349206349206349
3354,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Attended but not very regular'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University'})",0.14102564102564102,0.9166666666666666,1.5212765957446808
3614,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Regularly or most often'})",frozenset({'Features_College or University'}),0.14102564102564102,0.9166666666666666,1.1349206349206349
1094,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})",frozenset({'Features_College or University'}),0.14102564102564102,0.9166666666666666,1.1349206349206349
2951,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University'})",0.14102564102564102,0.9166666666666666,1.5212765957446808
3616,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_College or University', 'Features_Regularly or most often'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.14102564102564102,0.9166666666666666,1.7023809523809523
2943,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet', 'Features_4'})",frozenset({'Features_College or University'}),0.14102564102564102,0.9166666666666666,1.1349206349206349
1266,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.14102564102564102,0.9166666666666666,1.2767857142857142
1798,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.2692307692307692,0.9130434782608695,1.2717391304347825
643,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.2692307692307692,0.9130434782608695,1.2717391304347825
230,"frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.2564102564102564,0.9090909090909091,1.2662337662337662
2520,"frozenset({'Features_Internet unavailability', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Power cuts'})",frozenset({'Features_Recorded lectures made daily schedule flexible'}),0.1282051282051282,0.9090909090909091,1.2662337662337662
3517,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})",frozenset({'Features_College or University'}),0.1282051282051282,0.9090909090909091,1.1255411255411254
2189,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Recorded lectures made daily schedule flexible', 'Features_Internet unavailability'})",frozenset({'Features_College or University'}),0.1282051282051282,0.9090909090909091,1.1255411255411254
2200,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Internet unavailability', 'Features_Regularly or most often'})",frozenset({'Features_College or University'}),0.1282051282051282,0.9090909090909091,1.1255411255411254
4098,"frozenset({'Features_Internet unavailability', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Power cuts'})","frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.1282051282051282,0.9090909090909091,1.6883116883116884
892,"frozenset({'Features_Internet unavailability', 'Features_Power cuts'})",frozenset({'Features_Recorded lectures made daily schedule flexible'}),0.2564102564102564,0.9090909090909091,1.2662337662337662
130,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_3'})",frozenset({'Features_College or University'}),0.1282051282051282,0.9090909090909091,1.1255411255411254
2975,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_College or University', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.1282051282051282,0.9090909090909091,1.2662337662337662
2972,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_4'})",frozenset({'Features_College or University'}),0.1282051282051282,0.9090909090909091,1.1255411255411254
2304,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability'})",frozenset({'Features_Hybrid classes should be a regular provision to incorporate digital literacy'}),0.1282051282051282,0.9090909090909091,1.6883116883116884
1931,"frozenset({'Features_Hybrid classes should be conducted occasionally to supplement regular modes of learning', 'Features_Laptop/ Tablet', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",frozenset({'Features_College or University'}),0.1282051282051282,0.9090909090909091,1.1255411255411254
2034,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability'})",frozenset({'Features_College or University'}),0.1282051282051282,0.9090909090909091,1.1255411255411254
154,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_3'})",frozenset({'Features_Recorded lectures made daily schedule flexible'}),0.1282051282051282,0.9090909090909091,1.2662337662337662
4090,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Internet unavailability', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Power cuts'})",frozenset({'Features_Recorded lectures made daily schedule flexible'}),0.1282051282051282,0.9090909090909091,1.2662337662337662
1478,"frozenset({'Features_More study resources helped prepare for exams better', 'Features_Regularly or most often', 'Features_4'})","frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)'})",0.1282051282051282,0.9090909090909091,1.2662337662337662
4116,"frozenset({'Features_Recorded lectures made daily schedule flexible', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Regularly or most often'})",frozenset({'Features_Internet unavailability'}),0.1282051282051282,0.9090909090909091,1.477272727272727
1754,"frozenset({'Features_Hybrid mode (There is option to either attend live lectures in person or view recordings , exams conducted at centers)', 'Features_Hybrid classes should be a regular provision to incorporate digital literacy', 'Features_Laptop/ Tablet'})",frozenset({'Features_College or University'}),0.24358974358974358,0.9047619047619048,1.1201814058956916
